State/City,Location,DATE,SO2,NO2,PM10,PM2.5
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",22-04-15,3,138,292,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",23-04-15,3,137,369,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",24-04-15,3,125,409,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",06-05-15,4,123,342,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",07-05-15,2,77,250,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",08-05-15,6,104,270,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",19-05-15,12,93,211,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",20-05-15,11,117,173,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",21-05-15,2,114,174,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",26-05-15,13,93,219,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",27-05-15,10,108,393,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",02-06-15,6,116,142,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",03-06-15,8,92,93,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",04-06-15,17,114,176,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",09-06-15,12,35,224,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",10-06-15,12,50,184,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",11-06-15,12,66,157,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",23-06-15,15,83,138,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",24-06-15,3,62,53,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",01-07-15,2,29,72,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",02-07-15,2,33,89,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",07-07-15,11,97,63,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",08-07-15,4,102,78,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",09-07-15,2,80,62,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",14-07-15,2,30,77,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",15-07-15,2,48,111,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",16-07-15,8,43,88,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",04-08-15,2,50,39,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",05-08-15,2,71,54,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",06-08-15,2,47,53,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",18-08-15,2,54,38,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",19-08-15,2,38,41,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",20-08-15,2,52,57,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",25-08-15,2,77,89,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",26-08-15,2,75,65,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",01-09-15,2,47,110,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",02-09-15,2,40,134,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",03-09-15,4,80,149,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",08-09-15,4,107,81,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",09-09-15,2,88,109,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",10-09-15,2,113,97,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",22-09-15,2,46,33,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",23-09-15,2,73,58,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",06-10-15,7,124,139,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",07-10-15,8,115,173,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",08-10-15,5,118,149,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",13-10-15,8,110,98,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",14-10-15,13,110,121,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",15-10-15,9,121,178,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",19-10-15,19,162,296,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",03-11-15,32,155,457,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",04-11-15,38,137,260,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",05-11-15,18,145,101,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",18-11-15,26,183,377,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",19-11-15,17,188,353,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",24-11-15,9,183,225,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",25-11-15,37,173,295,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",26-11-15,39,207,305,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",08-12-15,3,182,435,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",09-12-15,3,151,335,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",10-12-15,2,159,289,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",15-12-15,5,136,264,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",16-12-15,13,178,346,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",17-12-15,3,174,346,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",29-12-15,2,130,271,0
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",30-12-15,2,161,318,0
Delhi,"Mayapuri Industrial Area, Delhi",14-01-15,9,99,344,0
Delhi,"Mayapuri Industrial Area, Delhi",15-01-15,10,98,304,0
Delhi,"Mayapuri Industrial Area, Delhi",16-01-15,8,122,374,0
Delhi,"Mayapuri Industrial Area, Delhi",27-01-15,2,66,224,0
Delhi,"Mayapuri Industrial Area, Delhi",28-01-15,6,82,270,0
Delhi,"Mayapuri Industrial Area, Delhi",29-01-15,7,76,251,0
Delhi,"Mayapuri Industrial Area, Delhi",30-01-15,16,66,234,0
Delhi,"Mayapuri Industrial Area, Delhi",10-02-15,3,133,293,0
Delhi,"Mayapuri Industrial Area, Delhi",11-02-15,4,112,356,0
Delhi,"Mayapuri Industrial Area, Delhi",12-02-15,5,115,312,0
Delhi,"Mayapuri Industrial Area, Delhi",21-02-15,3,113,257,0
Delhi,"Mayapuri Industrial Area, Delhi",22-02-15,6,88,269,0
Delhi,"Mayapuri Industrial Area, Delhi",24-02-15,17,99,286,0
Delhi,"Mayapuri Industrial Area, Delhi",25-02-15,10,85,322,0
Delhi,"Mayapuri Industrial Area, Delhi",26-02-15,10,104,333,0
Delhi,"Mayapuri Industrial Area, Delhi",03-03-15,7,130,165,0
Delhi,"Mayapuri Industrial Area, Delhi",04-03-15,4,95,254,0
Delhi,"Mayapuri Industrial Area, Delhi",13-03-15,17,139,248,0
Delhi,"Mayapuri Industrial Area, Delhi",14-03-15,3,63,117,0
Delhi,"Mayapuri Industrial Area, Delhi",15-03-15,3,97,89,0
Delhi,"Mayapuri Industrial Area, Delhi",17-03-15,2,52,152,0
Delhi,"Mayapuri Industrial Area, Delhi",18-03-15,3,100,173,0
Delhi,"Mayapuri Industrial Area, Delhi",19-03-15,5,77,207,0
Delhi,"Mayapuri Industrial Area, Delhi",07-04-15,25,118,202,0
Delhi,"Mayapuri Industrial Area, Delhi",08-04-15,5,114,215,0
Delhi,"Mayapuri Industrial Area, Delhi",09-04-15,5,127,287,0
Delhi,"Mayapuri Industrial Area, Delhi",14-04-15,15,120,260,0
Delhi,"Mayapuri Industrial Area, Delhi",15-04-15,13,112,308,0
Delhi,"Mayapuri Industrial Area, Delhi",16-04-15,30,106,150,0
Delhi,"Mayapuri Industrial Area, Delhi",21-04-15,3,112,406,0
Delhi,"Mayapuri Industrial Area, Delhi",22-04-15,13,131,379,0
Delhi,"Mayapuri Industrial Area, Delhi",12-05-15,17,102,448,0
Delhi,"Mayapuri Industrial Area, Delhi",13-05-15,8,80,110,0
Delhi,"Mayapuri Industrial Area, Delhi",14-05-15,17,83,300,0
Delhi,"Mayapuri Industrial Area, Delhi",25-05-15,2,100,604,0
Delhi,"Mayapuri Industrial Area, Delhi",26-05-15,2,63,388,0
Delhi,"Mayapuri Industrial Area, Delhi",27-05-15,5,94,602,0
Delhi,"Mayapuri Industrial Area, Delhi",29-05-15,2,100,366,0
Delhi,"Mayapuri Industrial Area, Delhi",30-05-15,2,104,408,0
Delhi,"Mayapuri Industrial Area, Delhi",02-06-15,2,94,205,0
Delhi,"Mayapuri Industrial Area, Delhi",03-06-15,2,87,163,0
Delhi,"Mayapuri Industrial Area, Delhi",04-06-15,19,111,274,0
Delhi,"Mayapuri Industrial Area, Delhi",16-06-15,2,76,174,0
Delhi,"Mayapuri Industrial Area, Delhi",17-06-15,2,109,200,0
Delhi,"Mayapuri Industrial Area, Delhi",18-06-15,2,106,236,0
Delhi,"Mayapuri Industrial Area, Delhi",23-06-15,11,74,286,0
Delhi,"Mayapuri Industrial Area, Delhi",24-06-15,4,57,105,0
Delhi,"Mayapuri Industrial Area, Delhi",01-07-15,2,23,164,0
Delhi,"Mayapuri Industrial Area, Delhi",02-07-15,2,32,191,0
Delhi,"Mayapuri Industrial Area, Delhi",07-07-15,6,66,113,0
Delhi,"Mayapuri Industrial Area, Delhi",08-07-15,2,88,111,0
Delhi,"Mayapuri Industrial Area, Delhi",09-07-15,4,78,77,0
Delhi,"Mayapuri Industrial Area, Delhi",21-07-15,3,54,56,0
Delhi,"Mayapuri Industrial Area, Delhi",22-07-15,2,45,122,0
Delhi,"Mayapuri Industrial Area, Delhi",23-07-15,6,51,116,0
Delhi,"Mayapuri Industrial Area, Delhi",04-08-15,2,53,140,0
Delhi,"Mayapuri Industrial Area, Delhi",05-08-15,2,72,75,0
Delhi,"Mayapuri Industrial Area, Delhi",06-08-15,2,53,71,0
Delhi,"Mayapuri Industrial Area, Delhi",10-08-15,2,110,80,0
Delhi,"Mayapuri Industrial Area, Delhi",11-08-15,4,70,51,0
Delhi,"Mayapuri Industrial Area, Delhi",12-08-15,4,77,100,0
Delhi,"Mayapuri Industrial Area, Delhi",17-08-15,2,71,114,0
Delhi,"Mayapuri Industrial Area, Delhi",18-08-15,2,66,91,0
Delhi,"Mayapuri Industrial Area, Delhi",01-09-15,2,70,171,0
Delhi,"Mayapuri Industrial Area, Delhi",02-09-15,2,85,203,0
Delhi,"Mayapuri Industrial Area, Delhi",03-09-15,2,64,264,0
Delhi,"Mayapuri Industrial Area, Delhi",15-09-15,3,79,238,0
Delhi,"Mayapuri Industrial Area, Delhi",16-09-15,6,107,304,0
Delhi,"Mayapuri Industrial Area, Delhi",17-09-15,6,76,214,0
Delhi,"Mayapuri Industrial Area, Delhi",28-09-15,4,71,131,0
Delhi,"Mayapuri Industrial Area, Delhi",29-09-15,7,46,173,0
Delhi,"Mayapuri Industrial Area, Delhi",06-10-15,3,51,240,0
Delhi,"Mayapuri Industrial Area, Delhi",07-10-15,12,69,236,0
Delhi,"Mayapuri Industrial Area, Delhi",08-10-15,4,70,193,0
Delhi,"Mayapuri Industrial Area, Delhi",23-10-15,19,121,365,0
Delhi,"Mayapuri Industrial Area, Delhi",24-10-15,17,108,400,0
Delhi,"Mayapuri Industrial Area, Delhi",27-10-15,12,76,366,0
Delhi,"Mayapuri Industrial Area, Delhi",28-10-15,18,97,274,0
Delhi,"Mayapuri Industrial Area, Delhi",29-10-15,23,124,252,0
Delhi,"Mayapuri Industrial Area, Delhi",03-11-15,45,171,458,0
Delhi,"Mayapuri Industrial Area, Delhi",04-11-15,21,172,321,0
Delhi,"Mayapuri Industrial Area, Delhi",05-11-15,26,105,163,0
Delhi,"Mayapuri Industrial Area, Delhi",24-11-15,26,142,455,0
Delhi,"Mayapuri Industrial Area, Delhi",25-11-15,46,169,435,0
Delhi,"Mayapuri Industrial Area, Delhi",26-11-15,18,224,392,0
Delhi,"Mayapuri Industrial Area, Delhi",27-11-15,36,130,311,0
Delhi,"Mayapuri Industrial Area, Delhi",28-11-15,26,127,346,0
Delhi,"Mayapuri Industrial Area, Delhi",02-12-15,9,148,369,0
Delhi,"Mayapuri Industrial Area, Delhi",03-12-15,12,136,236,0
Delhi,"Mayapuri Industrial Area, Delhi",07-12-15,4,160,430,0
Delhi,"Mayapuri Industrial Area, Delhi",08-12-15,2,159,451,0
Delhi,"Mayapuri Industrial Area, Delhi",14-12-15,2,99,321,0
Delhi,"Mayapuri Industrial Area, Delhi",15-12-15,8,106,375,0
Delhi,"Mayapuri Industrial Area, Delhi",21-12-15,2,199,573,0
Delhi,"Mayapuri Industrial Area, Delhi",22-12-15,28,223,604,0
Delhi,"Pritampura, Delhi",05-01-15,4,35,221,141
Delhi,"Pritampura, Delhi",08-01-15,4,38,171,139
Delhi,"Pritampura, Delhi",13-01-15,4,34,242,121
Delhi,"Pritampura, Delhi",16-01-15,4,40,202,0
Delhi,"Pritampura, Delhi",21-01-15,4,35,277,127
Delhi,"Pritampura, Delhi",27-01-15,4,34,170,129
Delhi,"Pritampura, Delhi",02-02-15,4,35,393,184
Delhi,"Pritampura, Delhi",05-02-15,4,33,282,177
Delhi,"Pritampura, Delhi",10-02-15,4,35,156,120
Delhi,"Pritampura, Delhi",13-02-15,4,36,190,0
Delhi,"Pritampura, Delhi",18-02-15,4,34,243,150
Delhi,"Pritampura, Delhi",23-02-15,4,35,257,138
Delhi,"Pritampura, Delhi",04-03-15,4,33,227,93
Delhi,"Pritampura, Delhi",10-03-15,4,36,99,0
Delhi,"Pritampura, Delhi",13-03-15,4,35,225,102
Delhi,"Pritampura, Delhi",18-03-15,4,28,121,73
Delhi,"Pritampura, Delhi",23-03-15,4,31,98,69
Delhi,"Pritampura, Delhi",26-03-15,4,32,171,60
Delhi,"Pritampura, Delhi",01-04-15,4,31,116,81
Delhi,"Pritampura, Delhi",09-04-15,4,34,127,85
Delhi,"Pritampura, Delhi",17-04-15,4,31,194,76
Delhi,"Pritampura, Delhi",22-04-15,4,33,209,88
Delhi,"Pritampura, Delhi",27-04-15,4,37,205,64
Delhi,"Pritampura, Delhi",01-05-15,4,35,233,0
Delhi,"Pritampura, Delhi",07-05-15,4,35,253,89
Delhi,"Pritampura, Delhi",12-05-15,4,35,235,116
Delhi,"Pritampura, Delhi",15-05-15,4,34,225,56
Delhi,"Pritampura, Delhi",20-05-15,4,31,237,71
Delhi,"Pritampura, Delhi",25-05-15,4,30,246,86
Delhi,"Pritampura, Delhi",28-05-15,4,31,267,108
Delhi,"Pritampura, Delhi",03-06-15,4,35,258,75
Delhi,"Pritampura, Delhi",08-06-15,4,33,167,156
Delhi,"Pritampura, Delhi",11-06-15,4,34,229,94
Delhi,"Pritampura, Delhi",16-06-15,4,34,228,95
Delhi,"Pritampura, Delhi",19-06-15,4,32,254,88
Delhi,"Pritampura, Delhi",24-06-15,4,33,198,64
Delhi,"Pritampura, Delhi",29-06-15,4,32,194,140
Delhi,"Pritampura, Delhi",03-07-15,4,31,252,108
Delhi,"Pritampura, Delhi",08-07-15,4,32,215,67
Delhi,"Pritampura, Delhi",13-07-15,4,34,243,42
Delhi,"Pritampura, Delhi",16-07-15,4,31,226,94
Delhi,"Pritampura, Delhi",21-07-15,4,29,146,44
Delhi,"Pritampura, Delhi",24-07-15,4,29,101,92
Delhi,"Pritampura, Delhi",29-07-15,4,28,416,124
Delhi,"Pritampura, Delhi",04-08-15,4,28,171,51
Delhi,"Pritampura, Delhi",07-08-15,4,29,162,57
Delhi,"Pritampura, Delhi",12-08-15,4,32,306,117
Delhi,"Pritampura, Delhi",17-08-15,4,29,184,51
Delhi,"Pritampura, Delhi",20-08-15,4,33,156,115
Delhi,"Pritampura, Delhi",25-08-15,4,35,158,42
Delhi,"Pritampura, Delhi",28-08-15,4,35,253,38
Delhi,"Pritampura, Delhi",03-09-15,4,33,164,150
Delhi,"Pritampura, Delhi",08-09-15,4,30,189,114
Delhi,"Pritampura, Delhi",11-09-15,4,32,228,169
Delhi,"Pritampura, Delhi",16-09-15,4,31,199,135
Delhi,"Pritampura, Delhi",21-09-15,4,30,196,54
Delhi,"Pritampura, Delhi",24-09-15,4,30,277,172
Delhi,"Pritampura, Delhi",01-10-15,4,33,237,0
Delhi,"Pritampura, Delhi",07-10-15,4,33,204,151
Delhi,"Pritampura, Delhi",12-10-15,4,36,210,138
Delhi,"Pritampura, Delhi",15-10-15,4,38,234,104
Delhi,"Pritampura, Delhi",20-10-15,4,35,427,179
Delhi,"Pritampura, Delhi",26-10-15,4,31,411,136
Delhi,"Pritampura, Delhi",29-10-15,4,36,450,225
Delhi,"Pritampura, Delhi",05-11-15,21,72,161,117
Delhi,"Pritampura, Delhi",09-11-15,21,77,334,197
Delhi,"Pritampura, Delhi",13-11-15,4,41,504,192
Delhi,"Pritampura, Delhi",18-11-15,4,54,360,241
Delhi,"Pritampura, Delhi",23-11-15,4,46,374,186
Delhi,"Pritampura, Delhi",27-11-15,4,44,426,116
Delhi,"Pritampura, Delhi",03-12-15,4,56,590,0
Delhi,"Pritampura, Delhi",08-12-15,4,53,362,0
Delhi,"Pritampura, Delhi",11-12-15,4,51,138,0
Delhi,"Pritampura, Delhi",16-12-15,4,56,246,0
Delhi,"Pritampura, Delhi",21-12-15,4,54,269,0
Delhi,"Pritampura, Delhi",28-12-15,4,53,205,0
Delhi,"Pritampura, Delhi",29-12-15,5,43,142,0
Delhi,"Pritampura, Delhi",31-12-15,9,44,420,0
Delhi,Pitampura,05-10-16,4,35,186,43
Delhi,Pitampura,13-10-16,4,34,310,52
Delhi,Pitampura,17-10-16,4,35,239,46
Delhi,Pitampura,20-10-16,5,42,256,126
Delhi,Pitampura,24-10-16,12,58,368,102
Delhi,Pitampura,26-10-16,5,49,432,0
Delhi,Sirifort,03-10-16,4,35,156,0
Delhi,Sirifort,06-10-16,4,40,273,61
Delhi,Sirifort,09-10-16,4,35,322,102
Delhi,Sirifort,14-10-16,4,40,344,160
Delhi,Sirifort,18-10-16,4,33,234,120
Delhi,Sirifort,21-10-16,4,45,428,102
Delhi,Sirifort,27-10-16,4,56,486,0
Delhi,Janakpuri,01-10-16,5,52,280,37
Delhi,Janakpuri,04-10-16,4,45,265,112
Delhi,Janakpuri,07-10-16,4,50,320,99
Delhi,Janakpuri,10-10-16,4,51,334,106
Delhi,Janakpuri,15-10-16,4,38,293,147
Delhi,Janakpuri,19-10-16,0,0,0,154
Delhi,Janakpuri,22-10-16,4,47,307,0
Delhi,Janakpuri,24-10-16,16,71,234,96
Delhi,Janakpuri,25-10-16,4,57,372,99
Delhi,Janakpuri,28-10-16,4,64,516,241
Delhi,Nizamuddin,05-10-16,4,40,254,0
Delhi,Nizamuddin,13-10-16,4,44,288,0
Delhi,Nizamuddin,17-10-16,4,45,292,0
Delhi,Nizamuddin,20-10-16,4,43,274,29
Delhi,Nizamuddin,26-10-16,4,45,448,105
Delhi,ShahzadaBagh,03-10-16,4,61,316,110
Delhi,ShahzadaBagh,06-10-16,4,38,275,61
Delhi,ShahzadaBagh,09-10-16,4,53,347,62
Delhi,ShahzadaBagh,14-10-16,4,57,317,70
Delhi,ShahzadaBagh,18-10-16,5,59,452,140
Delhi,ShahzadaBagh,21-10-16,5,56,589,94
Delhi,ShahzadaBagh,27-10-16,6,58,361,195
Delhi,Shahdara,01-10-16,5,53,268,73
Delhi,Shahdara,04-10-16,5,42,188,99
Delhi,Shahdara,07-10-16,4,51,196,61
Delhi,Shahdara,10-10-16,4,42,206,94
Delhi,Shahdara,15-10-16,5,53,279,137
Delhi,Shahdara,19-10-16,4,48,353,148
Delhi,Shahdara,22-10-16,4,52,428,105
Delhi,Shahdara,25-10-16,6,59,375,176
Delhi,Shahdara,28-10-16,5,52,327,211
